Year,City,State,City & State,Month,Date,Total Sales,Total Value,Median Price,Total Listings,Months to Sell All
2012,Corpus Christi,Texas,"Corpus Christi, TX",May,2012-05-01,371,68647528,147600,2079,6.7
2012,Corpus Christi,Texas,"Corpus Christi, TX",June,2012-06-01,437,77838239,144600,2095,6.6
2012,Corpus Christi,Texas,"Corpus Christi, TX",July,2012-07-01,356,60952371,148900,2285,7.2
2012,Corpus Christi,Texas,"Corpus Christi, TX",August,2012-08-01,429,75170429,144100,2269,7
2012,Corpus Christi,Texas,"Corpus Christi, TX",September,2012-09-01,339,55490787,143600,2329,7.1
2012,Corpus Christi,Texas,"Corpus Christi, TX",October,2012-10-01,327,51094389,139800,2291,6.9
2012,Corpus Christi,Texas,"Corpus Christi, TX",November,2012-11-01,325,57002796,154200,2267,6.8
2012,Corpus Christi,Texas,"Corpus Christi, TX",December,2012-12-01,328,56334875,142100,2099,6.2
2012,Dallas,Texas,"Dallas, TX",January,2012-01-01,2555,509458081,150800,16721,4.7
2012,Dallas,Texas,"Dallas, TX",February,2012-02-01,3085,634067291,157100,17173,4.7
2012,Dallas,Texas,"Dallas, TX",March,2012-03-01,4068,898320563,167300,17433,4.7
2012,Dallas,Texas,"Dallas, TX",April,2012-04-01,4291,983333297,168700,17632,4.7
2012,Dallas,Texas,"Dallas, TX",May,2012-05-01,5004,1175419749,175100,17726,4.7
2012,Dallas,Texas,"Dallas, TX",June,2012-06-01,5196,1209024869,177900,17587,4.6
2012,Dallas,Texas,"Dallas, TX",July,2012-07-01,4859,1117428758,176000,17314,4.4
2012,Dallas,Texas,"Dallas, TX",August,2012-08-01,5264,1168296112,174200,16611,4.2
2012,Dallas,Texas,"Dallas, TX",September,2012-09-01,4151,921678400,173500,15994,4
2012,Dallas,Texas,"Dallas, TX",October,2012-10-01,4214,885330428,166700,15008,3.7
2012,Dallas,Texas,"Dallas, TX",November,2012-11-01,3875,851505972,168300,13908,3.3
2012,Dallas,Texas,"Dallas, TX",December,2012-12-01,3849,886692144,177800,12436,3
2012,Denton County,Texas,"Denton County, TX",January,2012-01-01,336,63120983,153900,2192,4.3
2012,Denton County,Texas,"Denton County, TX",February,2012-02-01,450,88553319,161700,2265,4.4
2012,Denton County,Texas,"Denton County, TX",March,2012-03-01,597,116490590,163300,2380,4.5
2012,Denton County,Texas,"Denton County, TX",April,2012-04-01,700,172600291,165300,2442,4.5
2012,Denton County,Texas,"Denton County, TX",May,2012-05-01,737,151744881,172100,2531,4.6
2012,Denton County,Texas,"Denton County, TX",June,2012-06-01,784,169099769,182500,2453,4.4
2012,Denton County,Texas,"Denton County, TX",July,2012-07-01,751,160106187,174300,2358,4.1
2012,Denton County,Texas,"Denton County, TX",August,2012-08-01,892,186621301,175500,2161,3.6
2012,Denton County,Texas,"Denton County, TX",September,2012-09-01,620,133061244,176100,2031,3.4
2012,Denton County,Texas,"Denton County, TX",October,2012-10-01,681,130653945,165700,1881,3
2012,Denton County,Texas,"Denton County, TX",November,2012-11-01,576,120915477,175300,1760,2.8
2012,Denton County,Texas,"Denton County, TX",December,2012-12-01,563,118842450,177500,1546,2.4
2012,El Paso,Texas,"El Paso, TX",January,2012-01-01,307,45712532,130600,2991,7.2
2012,El Paso,Texas,"El Paso, TX",February,2012-02-01,366,57403675,136000,3017,7.2
2012,El Paso,Texas,"El Paso, TX",March,2012-03-01,402,58016313,127700,3235,7.7
2012,El Paso,Texas,"El Paso, TX",April,2012-04-01,452,71253910,136000,3227,7.6
2012,El Paso,Texas,"El Paso, TX",May,2012-05-01,484,75158752,136100,3169,7.4
2012,El Paso,Texas,"El Paso, TX",June,2012-06-01,511,77261827,136400,3242,7.5
2012,El Paso,Texas,"El Paso, TX",July,2012-07-01,505,78377697,140700,3411,7.8
2012,El Paso,Texas,"El Paso, TX",August,2012-08-01,532,87310524,145100,3351,7.7
2012,El Paso,Texas,"El Paso, TX",September,2012-09-01,504,78251266,138100,3362,7.6
2012,El Paso,Texas,"El Paso, TX",October,2012-10-01,535,86929465,140100,3168,7
2012,El Paso,Texas,"El Paso, TX",November,2012-11-01,466,73476562,143300,3223,7.1
2012,El Paso,Texas,"El Paso, TX",December,2012-12-01,521,84987737,148300,3157,6.8
2012,Fort Bend,Texas,"Fort Bend, TX",January,2012-01-01,478,101104201,180000,3644,4.8
2012,Fort Bend,Texas,"Fort Bend, TX",February,2012-02-01,665,150692171,192800,3634,4.7
2012,Fort Bend,Texas,"Fort Bend, TX",March,2012-03-01,831,193145347,202800,3728,4.8
2012,Fort Bend,Texas,"Fort Bend, TX",April,2012-04-01,881,210113365,209600,3855,4.9
2012,Fort Bend,Texas,"Fort Bend, TX",May,2012-05-01,1057,254522473,204400,3798,4.7
2012,Fort Bend,Texas,"Fort Bend, TX",June,2012-06-01,1162,285942511,208200,3739,4.6
2012,Fort Bend,Texas,"Fort Bend, TX",July,2012-07-01,1215,306937614,219600,3617,4.3
2012,Fort Bend,Texas,"Fort Bend, TX",August,2012-08-01,1178,283346930,201800,3423,3.9
2012,Fort Bend,Texas,"Fort Bend, TX",September,2012-09-01,853,193311073,202000,3182,3.6
2012,Fort Bend,Texas,"Fort Bend, TX",October,2012-10-01,907,211612143,208900,2980,3.3
2012,Fort Bend,Texas,"Fort Bend, TX",November,2012-11-01,890,219278377,209800,2785,3.1
2012,Fort Bend,Texas,"Fort Bend, TX",December,2012-12-01,933,230169767,212900,2543,2.8
2012,Fort Worth,Texas,"Fort Worth, TX",January,2012-01-01,491,64655463,106300,3484,5.1
2012,Fort Worth,Texas,"Fort Worth, TX",February,2012-02-01,605,83605423,112700,3530,5.1
2012,Fort Worth,Texas,"Fort Worth, TX",March,2012-03-01,801,114500643,119100,3576,5.1
2012,Fort Worth,Texas,"Fort Worth, TX",April,2012-04-01,725,105555176,116300,3621,5.2
2012,Fort Worth,Texas,"Fort Worth, TX",May,2012-05-01,880,139331172,121900,3614,5.1
2012,Fort Worth,Texas,"Fort Worth, TX",June,2012-06-01,928,144551913,120700,3677,5.2
2012,Fort Worth,Texas,"Fort Worth, TX",July,2012-07-01,833,138967713,124600,3712,5.2
2012,Fort Worth,Texas,"Fort Worth, TX",August,2012-08-01,945,144083027,118700,3571,4.9
2012,Fort Worth,Texas,"Fort Worth, TX",September,2012-09-01,711,107948548,123300,3532,4.8
2012,Fort Worth,Texas,"Fort Worth, TX",October,2012-10-01,801,116861121,118900,3448,4.6
2012,Fort Worth,Texas,"Fort Worth, TX",November,2012-11-01,646,97414312,120300,3298,4.4
2012,Fort Worth,Texas,"Fort Worth, TX",December,2012-12-01,716,113075969,119800,2988,3.9
2012,Galveston,Texas,"Galveston, TX",January,2012-01-01,39,5824300,122500,1004,13.3
2012,Galveston,Texas,"Galveston, TX",February,2012-02-01,71,16488616,186000,1013,13.2
2012,Galveston,Texas,"Galveston, TX",March,2012-03-01,68,11964151,146700,1063,14
2012,Galveston,Texas,"Galveston, TX",April,2012-04-01,83,16270250,153800,1008,13.4
2012,Galveston,Texas,"Galveston, TX",May,2012-05-01,122,25805865,182900,1002,12.8
2012,Galveston,Texas,"Galveston, TX",June,2012-06-01,115,24185535,168800,957,11.9
2012,Galveston,Texas,"Galveston, TX",July,2012-07-01,96,17949647,152500,921,11.4
2012,Galveston,Texas,"Galveston, TX",August,2012-08-01,95,20157572,156200,891,11.1
2012,Galveston,Texas,"Galveston, TX",September,2012-09-01,64,13938950,172000,855,10.7
2012,Galveston,Texas,"Galveston, TX",October,2012-10-01,69,16079510,186000,846,10.6
2012,Galveston,Texas,"Galveston, TX",November,2012-11-01,71,16602150,178600,835,10.3
2012,Galveston,Texas,"Galveston, TX",December,2012-12-01,84,20053040,160000,767,9.4
2012,Garland,Texas,"Garland, TX",January,2012-01-01,98,9335840,85000,550,4
2012,Garland,Texas,"Garland, TX",February,2012-02-01,138,14074712,90000,532,3.8
2012,Garland,Texas,"Garland, TX",March,2012-03-01,148,15216700,92100,515,3.6
2012,Garland,Texas,"Garland, TX",April,2012-04-01,155,18040115,95000,532,3.7
2012,Garland,Texas,"Garland, TX",May,2012-05-01,202,22148682,93700,494,3.4
2012,Garland,Texas,"Garland, TX",June,2012-06-01,174,20433954,100000,492,3.4
2012,Garland,Texas,"Garland, TX",July,2012-07-01,192,21780530,101300,500,3.4
2012,Garland,Texas,"Garland, TX",August,2012-08-01,179,21187848,104800,487,3.3
2012,Garland,Texas,"Garland, TX",September,2012-09-01,143,16694522,105800,468,3.1
2012,Garland,Texas,"Garland, TX",October,2012-10-01,152,16756654,95400,463,3
2012,Garland,Texas,"Garland, TX",November,2012-11-01,130,15977478,110000,416,2.7
2012,Garland,Texas,"Garland, TX",December,2012-12-01,141,18857592,111000,371,2.4
2012,Harlingen,Texas,"Harlingen, TX",January,2012-01-01,63,6962567,85600,1707,24.7
2012,Harlingen,Texas,"Harlingen, TX",February,2012-02-01,64,6908749,103300,1697,24.6
2012,Harlingen,Texas,"Harlingen, TX",March,2012-03-01,90,11791514,84000,1659,23.9
2012,Harlingen,Texas,"Harlingen, TX",April,2012-04-01,83,9329762,87000,1675,22.9
2012,Harlingen,Texas,"Harlingen, TX",May,2012-05-01,96,12174581,85000,1649,22.3
2012,Harlingen,Texas,"Harlingen, TX",June,2012-06-01,81,7430810,69400,1660,22.7
2012,Harlingen,Texas,"Harlingen, TX",July,2012-07-01,66,7339298,85000,1630,22.3
2012,Harlingen,Texas,"Harlingen, TX",August,2012-08-01,106,12333934,96700,1641,21.7
2012,Harlingen,Texas,"Harlingen, TX",September,2012-09-01,62,7441686,100000,1555,20.7
2012,Harlingen,Texas,"Harlingen, TX",October,2012-10-01,63,9300082,106000,1588,21.2
2012,Harlingen,Texas,"Harlingen, TX",November,2012-11-01,44,5412906,103300,1635,22.4
2012,Harlingen,Texas,"Harlingen, TX",December,2012-12-01,59,7774114,104300,1530,20.9
2012,Houston,Texas,"Houston, TX",January,2012-01-01,3336,635855547,137800,28634,5.8
2012,Houston,Texas,"Houston, TX",February,2012-02-01,4198,834998423,149200,28583,5.8
2012,Houston,Texas,"Houston, TX",March,2012-03-01,5389,1200579097,161700,28548,5.7
2012,Houston,Texas,"Houston, TX",April,2012-04-01,5629,1235085496,161100,29111,5.8
2012,Houston,Texas,"Houston, TX",May,2012-05-01,6743,1565958406,168000,28819,5.6
2012,Houston,Texas,"Houston, TX",June,2012-06-01,6990,1620900791,170700,28834,5.5
2012,Houston,Texas,"Houston, TX",July,2012-07-01,6842,1541655520,169300,28514,5.4
2012,Houston,Texas,"Houston, TX",August,2012-08-01,7112,1566297243,163900,27090,5
2012,Houston,Texas,"Houston, TX",September,2012-09-01,5479,1186230552,163300,26019,4.8
2012,Houston,Texas,"Houston, TX",October,2012-10-01,5866,1280422125,162100,24828,4.5
2012,Houston,Texas,"Houston, TX",November,2012-11-01,5449,1231393037,166700,23592,4.2
2012,Houston,Texas,"Houston, TX",December,2012-12-01,5610,1335407998,171000,21632,3.8
2012,Irving,Texas,"Irving, TX",January,2012-01-01,95,18250222,152500,472,4.4
2012,Irving,Texas,"Irving, TX",February,2012-02-01,88,14764492,130000,495,4.6
2012,Irving,Texas,"Irving, TX",March,2012-03-01,117,26270581,186000,532,4.9
2012,Irving,Texas,"Irving, TX",April,2012-04-01,135,21201232,115000,524,4.7
2012,Irving,Texas,"Irving, TX",May,2012-05-01,124,28349025,170000,540,4.9
2012,Irving,Texas,"Irving, TX",June,2012-06-01,130,24737210,165700,582,5.3
2012,Irving,Texas,"Irving, TX",July,2012-07-01,139,27695215,135800,548,4.9
2012,Irving,Texas,"Irving, TX",August,2012-08-01,168,32285116,168000,548,4.7
2012,Irving,Texas,"Irving, TX",September,2012-09-01,127,24388527,156200,520,4.4
2012,Irving,Texas,"Irving, TX",October,2012-10-01,114,23382786,153300,473,4
2012,Irving,Texas,"Irving, TX",November,2012-11-01,105,18684270,136700,431,3.6
2012,Irving,Texas,"Irving, TX",December,2012-12-01,113,24195373,170000,389,3.2
2012,Kerrville,Texas,"Kerrville, TX",January,2012-01-01,29,5420559,162500,776,24.4
2012,Kerrville,Texas,"Kerrville, TX",February,2012-02-01,37,6268470,143300,799,24.2
2012,Kerrville,Texas,"Kerrville, TX",March,2012-03-01,39,7494225,162000,835,24.6
2012,Kerrville,Texas,"Kerrville, TX",April,2012-04-01,43,11662242,194000,833,24
2012,Kerrville,Texas,"Kerrville, TX",May,2012-05-01,55,11493525,168300,875,24.3
2012,Kerrville,Texas,"Kerrville, TX",June,2012-06-01,40,9066536,180000,882,24.5
2012,Kerrville,Texas,"Kerrville, TX",July,2012-07-01,56,9990079,151400,878,22.9
2012,Kerrville,Texas,"Kerrville, TX",August,2012-08-01,56,11346975,155000,875,21.7
2012,Kerrville,Texas,"Kerrville, TX",September,2012-09-01,36,5865495,146700,827,20.7
2012,Kerrville,Texas,"Kerrville, TX",October,2012-10-01,36,6947321,165000,869,21.5
2012,Kerrville,Texas,"Kerrville, TX",November,2012-11-01,39,9031762,170000,880,21.5
2012,Kerrville,Texas,"Kerrville, TX",December,2012-12-01,30,7074843,160000,803,19.4
2012,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",January,2012-01-01,165,22410599,133700,1351,7.4
2012,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",February,2012-02-01,178,24749369,135200,1368,7.4
2012,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",March,2012-03-01,181,23908286,120400,1382,7.5
2012,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",April,2012-04-01,195,26291556,134800,1500,8.1
2012,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",May,2012-05-01,224,28456036,125900,NA,NA
2012,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",June,2012-06-01,253,36790226,140300,1396,7.4
2012,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",July,2012-07-01,271,38195000,135200,1371,7
2012,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",August,2012-08-01,269,38422456,139800,1371,6.7
2012,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",September,2012-09-01,176,23995485,131800,1458,7.2
2012,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",October,2012-10-01,189,24751323,128400,1464,7.1
2012,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",November,2012-11-01,154,21006250,129200,1360,6.7
2012,Killeen-Fort Hood,Texas,"Killeen-Fort Hood, TX",December,2012-12-01,177,27754996,147200,1360,6.7
2012,Laredo,Texas,"Laredo, TX",January,2012-01-01,78,11386742,123600,532,6.3
2012,Laredo,Texas,"Laredo, TX",February,2012-02-01,63,8222568,125000,539,6.4
2012,Laredo,Texas,"Laredo, TX",March,2012-03-01,84,12301781,140000,504,6.1
2012,Laredo,Texas,"Laredo, TX",April,2012-04-01,88,13026546,132900,513,6.3
2012,Laredo,Texas,"Laredo, TX",May,2012-05-01,94,11966878,110000,458,5.5
2012,Laredo,Texas,"Laredo, TX",June,2012-06-01,110,17386131,124600,493,5.8
2012,Laredo,Texas,"Laredo, TX",July,2012-07-01,83,13238351,147100,502,6
2012,Laredo,Texas,"Laredo, TX",August,2012-08-01,92,13702966,140000,503,6.1
2012,Laredo,Texas,"Laredo, TX",September,2012-09-01,79,13114771,154200,456,5.6
2012,Laredo,Texas,"Laredo, TX",October,2012-10-01,106,16153465,145000,459,5.4
2012,Laredo,Texas,"Laredo, TX",November,2012-11-01,88,13302445,142200,484,5.6
2012,Laredo,Texas,"Laredo, TX",December,2012-12-01,84,12969547,132500,464,5.3
2012,Longview-Marshall,Texas,"Longview-Marshall, TX",January,2012-01-01,100,13769005,124000,1555,9.5
2012,Longview-Marshall,Texas,"Longview-Marshall, TX",February,2012-02-01,137,18563510,123000,1590,9.6
2012,Longview-Marshall,Texas,"Longview-Marshall, TX",March,2012-03-01,186,27303859,137500,1585,9.5
2012,Longview-Marshall,Texas,"Longview-Marshall, TX",April,2012-04-01,202,31139840,143100,1627,9.6
2012,Longview-Marshall,Texas,"Longview-Marshall, TX",May,2012-05-01,189,32348879,147900,1630,9.6
2012,Longview-Marshall,Texas,"Longview-Marshall, TX",June,2012-06-01,222,35220040,140700,1747,10.1
2012,Longview-Marshall,Texas,"Longview-Marshall, TX",July,2012-07-01,202,31827437,147400,1717,9.8
2012,Longview-Marshall,Texas,"Longview-Marshall, TX",August,2012-08-01,223,30900788,128300,1718,9.8
2012,Longview-Marshall,Texas,"Longview-Marshall, TX",September,2012-09-01,223,23362440,128300,1743,9.8
2012,Longview-Marshall,Texas,"Longview-Marshall, TX",October,2012-10-01,154,22657410,134100,1678,9.5
2012,Longview-Marshall,Texas,"Longview-Marshall, TX",November,2012-11-01,146,21930028,132500,1644,9.2
2012,Longview-Marshall,Texas,"Longview-Marshall, TX",December,2012-12-01,134,20396687,131700,1600,9.1
2012,Lubbock,Texas,"Lubbock, TX",January,2012-01-01,148,19423669,112200,1588,6.8
2012,Lubbock,Texas,"Lubbock, TX",February,2012-02-01,201,29288490,115900,1565,6.6
2012,Lubbock,Texas,"Lubbock, TX",March,2012-03-01,268,38008497,120900,1562,6.5
2012,Lubbock,Texas,"Lubbock, TX",April,2012-04-01,280,39482775,113500,1621,6.6
2012,Lubbock,Texas,"Lubbock, TX",May,2012-05-01,353,52146396,121200,1626,6.5
2012,Lubbock,Texas,"Lubbock, TX",June,2012-06-01,365,57557518,125800,1670,6.5
2012,Lubbock,Texas,"Lubbock, TX",July,2012-07-01,307,45342778,121800,1637,6.4
2012,Lubbock,Texas,"Lubbock, TX",August,2012-08-01,361,53633940,119600,1662,6.3
2012,Lubbock,Texas,"Lubbock, TX",September,2012-09-01,256,38566793,122600,1590,6.1
2012,Lubbock,Texas,"Lubbock, TX",October,2012-10-01,261,39607330,123900,1468,5.5
2012,Lubbock,Texas,"Lubbock, TX",November,2012-11-01,256,38797374,123300,1400,5.1
2012,Lubbock,Texas,"Lubbock, TX",December,2012-12-01,275,41940836,124600,1237,4.5
2012,Lufkin,Texas,"Lufkin, TX",January,2012-01-01,30,4078800,124000,386,9.1
2012,Lufkin,Texas,"Lufkin, TX",February,2012-02-01,32,4138205,100000,415,9.7
2012,Lufkin,Texas,"Lufkin, TX",March,2012-03-01,54,7664455,106700,415,9.5
2012,Lufkin,Texas,"Lufkin, TX",April,2012-04-01,43,5723176,118300,418,9.5
2012,Lufkin,Texas,"Lufkin, TX",May,2012-05-01,51,7421650,136200,418,9.5
2012,Lufkin,Texas,"Lufkin, TX",June,2012-06-01,58,8227930,120000,434,9.9
2012,Lufkin,Texas,"Lufkin, TX",July,2012-07-01,47,5726800,123000,448,10.2
2012,Lufkin,Texas,"Lufkin, TX",August,2012-08-01,55,8309429,148300,442,10.1
2012,Lufkin,Texas,"Lufkin, TX",September,2012-09-01,57,7531450,127500,449,10.4
2012,Lufkin,Texas,"Lufkin, TX",October,2012-10-01,36,4955499,124000,417,9.6
2012,Lufkin,Texas,"Lufkin, TX",November,2012-11-01,33,4479779,136700,414,9.5
2012,Lufkin,Texas,"Lufkin, TX",December,2012-12-01,43,5723090,125000,407,9.1
2012,McAllen,Texas,"McAllen, TX",January,2012-01-01,99,11010270,104300,2171,15.2
2012,McAllen,Texas,"McAllen, TX",February,2012-02-01,115,13198331,93100,2242,15.6
2012,McAllen,Texas,"McAllen, TX",March,2012-03-01,169,21596724,102600,2187,15.4
2012,McAllen,Texas,"McAllen, TX",April,2012-04-01,143,17699875,105000,2159,15.9
2012,McAllen,Texas,"McAllen, TX",May,2012-05-01,216,25805990,97600,2191,15.3
2012,McAllen,Texas,"McAllen, TX",June,2012-06-01,167,20799585,112100,2126,14.6
2012,McAllen,Texas,"McAllen, TX",July,2012-07-01,185,24403777,105200,2154,14.3
2012,McAllen,Texas,"McAllen, TX",August,2012-08-01,165,19722903,98200,2153,14.5
2012,McAllen,Texas,"McAllen, TX",September,2012-09-01,146,19555541,108200,2165,14.6
2012,McAllen,Texas,"McAllen, TX",October,2012-10-01,199,25228949,100600,2193,14.2
2012,McAllen,Texas,"McAllen, TX",November,2012-11-01,127,16700129,121600,2176,14.1
2012,McAllen,Texas,"McAllen, TX",December,2012-12-01,137,16853088,106900,2016,13
2012,Midland,Texas,"Midland, TX",January,2012-01-01,103,26196608,203900,433,3
2012,Midland,Texas,"Midland, TX",February,2012-02-01,154,35654751,185700,386,2.6
2012,Midland,Texas,"Midland, TX",March,2012-03-01,154,33855251,196000,344,2.3
2012,Midland,Texas,"Midland, TX",April,2012-04-01,142,32161066,201900,380,2.6
2012,Midland,Texas,"Midland, TX",May,2012-05-01,180,44467837,231600,456,3.1
2012,Midland,Texas,"Midland, TX",June,2012-06-01,169,39643093,206700,514,3.4
2012,Midland,Texas,"Midland, TX",July,2012-07-01,199,44817998,190500,571,3.7
2012,Midland,Texas,"Midland, TX",August,2012-08-01,183,43966422,218900,593,3.9
2012,Midland,Texas,"Midland, TX",September,2012-09-01,161,37413224,201000,551,3.6
2012,Midland,Texas,"Midland, TX",October,2012-10-01,158,40899914,222400,539,3.5
2012,Midland,Texas,"Midland, TX",November,2012-11-01,143,35574373,212500,503,3.2
2012,Midland,Texas,"Midland, TX",December,2012-12-01,153,36147287,214500,450,2.8
2012,Montgomery County,Texas,"Montgomery County, TX",January,2012-01-01,304,77475784,165300,3070,6
2012,Montgomery County,Texas,"Montgomery County, TX",February,2012-02-01,407,91923318,175200,3112,6.1
2012,Montgomery County,Texas,"Montgomery County, TX",March,2012-03-01,528,132248587,192600,3185,6.2
2012,Montgomery County,Texas,"Montgomery County, TX",April,2012-04-01,568,144313453,194500,3182,6.2
2012,Montgomery County,Texas,"Montgomery County, TX",May,2012-05-01,789,200860796,193700,3249,6.1
2012,Montgomery County,Texas,"Montgomery County, TX",June,2012-06-01,774,209504853,212700,3274,6
2012,Montgomery County,Texas,"Montgomery County, TX",July,2012-07-01,693,180621009,199800,3215,5.9
2012,Montgomery County,Texas,"Montgomery County, TX",August,2012-08-01,744,186810415,198800,3045,5.5
2012,Montgomery County,Texas,"Montgomery County, TX",September,2012-09-01,632,151109901,187700,2960,5.2
2012,Montgomery County,Texas,"Montgomery County, TX",October,2012-10-01,610,145018491,188800,2794,4.8
2012,Montgomery County,Texas,"Montgomery County, TX",November,2012-11-01,529,124804286,190000,2674,4.5
2012,Montgomery County,Texas,"Montgomery County, TX",December,2012-12-01,519,138769631,200300,2425,4.1
2012,Nacogdoches,Texas,"Nacogdoches, TX",January,2012-01-01,16,2222600,144000,227,8.6
2012,Nacogdoches,Texas,"Nacogdoches, TX",February,2012-02-01,30,4312658,130000,229,8.6
2012,Nacogdoches,Texas,"Nacogdoches, TX",March,2012-03-01,29,4690250,143300,221,8.1
2012,Nacogdoches,Texas,"Nacogdoches, TX",April,2012-04-01,28,3777150,140000,226,8
2012,Nacogdoches,Texas,"Nacogdoches, TX",May,2012-05-01,40,5363560,113300,237,8.1
2012,Nacogdoches,Texas,"Nacogdoches, TX",June,2012-06-01,25,3709340,118300,239,8.5
2012,Nacogdoches,Texas,"Nacogdoches, TX",July,2012-07-01,42,6876732,153300,239,8.4
2012,Nacogdoches,Texas,"Nacogdoches, TX",August,2012-08-01,35,5464400,155000,252,9
2012,Nacogdoches,Texas,"Nacogdoches, TX",September,2012-09-01,24,3601800,155000,249,9.1
2012,Nacogdoches,Texas,"Nacogdoches, TX",October,2012-10-01,16,2638000,140000,254,9.3
2012,Nacogdoches,Texas,"Nacogdoches, TX",November,2012-11-01,24,3564850,140000,259,9.4
2012,Nacogdoches,Texas,"Nacogdoches, TX",December,2012-12-01,17,2964250,172500,247,9.1
2012,NE Tarrant County,Texas,"NE Tarrant County, TX",January,2012-01-01,370,78974889,166200,2243,4.1
2012,NE Tarrant County,Texas,"NE Tarrant County, TX",February,2012-02-01,466,106220394,165500,2420,4.3
2012,NE Tarrant County,Texas,"NE Tarrant County, TX",March,2012-03-01,538,124304259,177600,2456,4.4
2012,NE Tarrant County,Texas,"NE Tarrant County, TX",April,2012-04-01,699,166823083,170700,2467,4.3
2012,NE Tarrant County,Texas,"NE Tarrant County, TX",May,2012-05-01,805,201300707,180500,2555,4.4
2012,NE Tarrant County,Texas,"NE Tarrant County, TX",June,2012-06-01,862,224122211,183300,2550,4.3
2012,NE Tarrant County,Texas,"NE Tarrant County, TX",July,2012-07-01,829,211995115,180200,2428,4
2012,NE Tarrant County,Texas,"NE Tarrant County, TX",August,2012-08-01,863,225487456,187000,2254,3.6
2012,NE Tarrant County,Texas,"NE Tarrant County, TX",September,2012-09-01,622,141603929,175600,2168,3.5
2012,NE Tarrant County,Texas,"NE Tarrant County, TX",October,2012-10-01,637,150329894,175700,2002,3.1
2012,NE Tarrant County,Texas,"NE Tarrant County, TX",November,2012-11-01,596,128975236,167400,1894,2.9
2012,NE Tarrant County,Texas,"NE Tarrant County, TX",December,2012-12-01,570,139678199,172300,1685,2.6
2012,Odessa,Texas,"Odessa, TX",January,2012-01-01,78,12343660,152000,215,2.4
2012,Odessa,Texas,"Odessa, TX",February,2012-02-01,87,14883395,142500,224,2.4
2012,Odessa,Texas,"Odessa, TX",March,2012-03-01,102,16124666,138300,153,1.7
2012,Odessa,Texas,"Odessa, TX",April,2012-04-01,92,14786168,135400,182,2.1
2012,Odessa,Texas,"Odessa, TX",May,2012-05-01,97,16195269,156400,171,1.9
2012,Odessa,Texas,"Odessa, TX",June,2012-06-01,103,17788913,156200,189,2.1
2012,Odessa,Texas,"Odessa, TX",July,2012-07-01,93,14349580,142700,217,2.4
2012,Odessa,Texas,"Odessa, TX",August,2012-08-01,116,20801995,158800,217,2.3
2012,Odessa,Texas,"Odessa, TX",September,2012-09-01,98,16687488,155700,245,2.6
2012,Odessa,Texas,"Odessa, TX",October,2012-10-01,87,14214959,155000,255,2.7
2012,Odessa,Texas,"Odessa, TX",November,2012-11-01,93,14608104,150500,254,2.7
2012,Odessa,Texas,"Odessa, TX",December,2012-12-01,68,12330563,158000,254,2.7
2012,Paris,Texas,"Paris, TX",January,2012-01-01,22,1867556,75000,315,12
2012,Paris,Texas,"Paris, TX",February,2012-02-01,34,3672800,80000,348,12.7
2012,Paris,Texas,"Paris, TX",March,2012-03-01,30,3094770,95000,363,13
2012,Paris,Texas,"Paris, TX",April,2012-04-01,24,2580450,90000,373,13.7
2012,Paris,Texas,"Paris, TX",May,2012-05-01,33,3340297,77500,379,13.8
2012,Paris,Texas,"Paris, TX",June,2012-06-01,23,2009647,81700,374,13.9
2012,Paris,Texas,"Paris, TX",July,2012-07-01,36,3110600,70000,356,12.7
2012,Paris,Texas,"Paris, TX",August,2012-08-01,36,3868207,111400,360,12.6
2012,Paris,Texas,"Paris, TX",September,2012-09-01,32,3071350,95000,357,12.3
2012,Paris,Texas,"Paris, TX",October,2012-10-01,29,2727814,57500,368,12.5
2012,Paris,Texas,"Paris, TX",November,2012-11-01,34,4051052,85000,360,12.1
2012,Paris,Texas,"Paris, TX",December,2012-12-01,20,2311225,80000,334,11.4
2012,Port Arthur,Texas,"Port Arthur, TX",January,2012-01-01,37,4235622,97500,583,11.9
2012,Port Arthur,Texas,"Port Arthur, TX",February,2012-02-01,47,5794137,110000,593,11.8
2012,Port Arthur,Texas,"Port Arthur, TX",March,2012-03-01,73,9109400,110000,601,11.9
2012,Port Arthur,Texas,"Port Arthur, TX",April,2012-04-01,63,7632800,107100,594,11.5
2012,Port Arthur,Texas,"Port Arthur, TX",May,2012-05-01,77,10178577,126900,608,11.3
2012,Port Arthur,Texas,"Port Arthur, TX",June,2012-06-01,71,10144989,132500,622,11.2
2012,Port Arthur,Texas,"Port Arthur, TX",July,2012-07-01,62,7575677,110000,604,10.8
2012,Port Arthur,Texas,"Port Arthur, TX",August,2012-08-01,73,9344156,119000,589,10.3
